tags: ἕρμαιον ἕρμαιον-12 conjugaison


τιμήσασα (17a/F)|[en] ayant honoré|participe aoriste féminin|voix active|τιμή<span class="désinence">-σᾱσᾰ</span>|[*σᾰ-ντ-yᾰ]|||τιμή<span class="désinence">-σᾱσᾰν</span>||τιμη<span class="désinence">-σάσης</span>||τιμη<span class="désinence">-σάσῃ</span>||τιμή<span class="désinence">-σᾱσαι</span>||||τιμη<span class="désinence">-σάσᾱς</span>||τιμη<span class="désinence">-σᾱσῶν</span>||τιμη<span class="désinence">-σάσαις</span>|


ποιήσας (17a/M)|[en] ayant fait|participe aoriste masculin|voix active|ποιή<span class="désinence">-σᾱς</span>|[*σᾰ-ντ-ς]|||ποιή<span class="désinence">-σαντ-ᾰ</span>||ποιή<span class="désinence">-σαντ-ος</span>||ποιή<span class="désinence">-σαντ-ῐ</span>||ποιή<span class="désinence">-σαντ-ες</span>||||ποιή<span class="désinence">-σαντ-ᾰs</span>||ποιη<span class="désinence">-σάντ-ων</span>||ποιή<span class="désinence">-σᾱσῐ</span>|[*σᾰ-ντ-σῐ]

ποιῆσαν (17a/N)|[en] ayant fait|participe aoriste neutre|voix active|ποιῆ<span class="désinence">-σᾰν</span>|[*σᾰ-ντ]|||ποιῆ<span class="désinence">-σᾰν</span>||ποιή<span class="désinence">-σαντ-ος</span>||ποιή<span class="désinence">-σαντ-ῐ</span>||ποιή<span class="désinence">-σαντ-ᾰ</span>||||ποιή<span class="désinence">-σαντ-ᾰ</span>||ποιη<span class="désinence">-σάντ-ων</span>||ποιή<span class="désinence">-σᾱσῐ</span>|[*σᾰ-ντ-σῐ]

ποιήσασα (17a/F)|[en] ayant fait|participe aoriste féminin|voix active|ποιή<span class="désinence">-σᾱσᾰ</span>|[*σᾰ-ντ-yᾰ]|||ποιή<span class="désinence">-σᾱσᾰν</span>||ποιη<span class="désinence">-σάσης</span>||ποιη<span class="désinence">-σάσῃ</span>||ποιή<span class="désinence">-σᾱσαι</span>||||ποιη<span class="désinence">-σάσᾱς</span>||ποιη<span class="désinence">-σᾱσῶν</span>||ποιη<span class="désinence">-σάσαις</span>|


δηλώσας (17a/M)|[en] ayant montré|participe aoriste masculin|voix active|δηλώ<span class="désinence">-σᾱς</span>|[*σᾰ-ντ-ς]|||δηλώ<span class="désinence">-σαντ-ᾰ</span>||δηλώ<span class="désinence">-σαντ-ος</span>||δηλώ<span class="désinence">-σαντ-ῐ</span>||δηλώ<span class="désinence">-σαντ-ες</span>||||δηλώ<span class="désinence">-σαντ-ᾰs</span>||δηλω<span class="désinence">-σάντ-ων</span>||δηλώ<span class="désinence">-σᾱσῐ</span>|[*σᾰ-ντ-σῐ]

δηλῶσαν (17a/N)|[en] ayant montré|participe aoriste neutre|voix active|δηλῶ<span class="désinence">-σᾰν</span>|[*σᾰ-ντ]|||δηλῶ<span class="désinence">-σᾰν</span>||δηλώ<span class="désinence">-σαντ-ος</span>||δηλώ<span class="désinence">-σαντ-ῐ</span>||δηλώ<span class="désinence">-σαντ-ᾰ</span>||||δηλώ<span class="désinence">-σαντ-ᾰ</span>||δηλω<span class="désinence">-σάντ-ων</span>||δηλώ<span class="désinence">-σᾱσῐ</span>|[*σᾰ-ντ-σῐ]

δηλώσασα (17a/F)|[en] ayant montré|participe aoriste féminin|voix active|δηλώ<span class="désinence">-σᾱσᾰ</span>|[*σᾰ-ντ-yᾰ]|||δηλώ<span class="désinence">-σᾱσᾰν</span>||δηλω<span class="désinence">-σάσης</span>||δηλω<span class="désinence">-σάσῃ</span>||δηλώ<span class="désinence">-σᾱσαι</span>||||δηλω<span class="désinence">-σάσᾱς</span>||δηλω<span class="désinence">-σᾱσῶν</span>||δηλω<span class="désinence">-σάσαις</span>|


παιδευσάμενος (17m/M)|[en] ayant éduqué|participe aoriste masculin|voix moyenne|παιδευ<span class="désinence">-σά-μενος</span>||παιδευ<span class="désinence">-σά-μενε</span>||παιδευ<span class="désinence">-σά-μενον</span>||παιδευ<span class="désinence">-σα-μένου</span>||παιδευ<span class="désinence">-σα-μένῳ</span>||παιδευ<span class="désinence">-σά-μενοι</span>||παιδευ<span class="désinence">-σά-μενοι</span>||παιδευ<span class="désinence">-σα-μένους</span>||παιδευ<span class="désinence">-σα-μένων</span>||παιδευ<span class="désinence">-σα-μένοις</span>|

παιδευσάμενον (17m/N)|[en] ayant éduqué|participe aoriste neutre|voix moyenne|παιδευ<span class="désinence">-σά-μενον</span>||παιδευ<span class="désinence">-σά-μενον</span>||παιδευ<span class="désinence">-σά-μενον</span>||παιδευ<span class="désinence">-σα-μένου</span>||παιδευ<span class="désinence">-σα-μένῳ</span>||παιδευ<span class="désinence">-σά-μενᾰ</span>||παιδευ<span class="désinence">-σά-μενᾰ</span>||παιδευ<span class="désinence">-σά-μενᾰ</span>||παιδευ<span class="désinence">-σα-μένων</span>||παιδευ<span class="désinence">-σα-μένοις</span>|

παιδευσαμένη (17m/F)|[en] ayant éduqué|participe aoriste féminin|voix moyenne|παιδευ<span class="désinence">-σα-μένη</span>||παιδευ<span class="désinence">-σα-μένη</span>||παιδευ<span class="désinence">-σα-μένην</span>||παιδευ<span class="désinence">-σα-μένης</span>||παιδευ<span class="désinence">-σα-μένῃ</span>||παιδευ<span class="désinence">-σά-μεναι</span>||παιδευ<span class="désinence">-σά-μεναι</span>||παιδευ<span class="désinence">-σα-μένᾱς</span>||παιδευ<span class="désinence">-σα-μένων</span>||παιδευ<span class="désinence">-σα-μέναις</span>|


τιμησάμενος (17m/M)|[en] ayant honoré|participe aoriste masculin|voix moyenne|τιμη<span class="désinence">-σά-μενος</span>||τιμη<span class="désinence">-σά-μενε</span>||τιμη<span class="désinence">-σά-μενον</span>||τιμη<span class="désinence">-σα-μένου</span>||τιμη<span class="désinence">-σα-μένῳ</span>||τιμη<span class="désinence">-σά-μενοι</span>||τιμη<span class="désinence">-σά-μενοι</span>||τιμη<span class="désinence">-σα-μένους</span>||τιμη<span class="désinence">-σα-μένων</span>||τιμη<span class="désinence">-σα-μένοις</span>|

τιμησάμενον (17m/N)|[en] ayant honoré|participe aoriste neutre|voix moyenne|τιμη<span class="désinence">-σά-μενον</span>||τιμη<span class="désinence">-σά-μενον</span>||τιμη<span class="désinence">-σά-μενον</span>||τιμη<span class="désinence">-σα-μένου</span>||τιμη<span class="désinence">-σα-μένῳ</span>||τιμη<span class="désinence">-σά-μενᾰ</span>||τιμη<span class="désinence">-σά-μενᾰ</span>||τιμη<span class="désinence">-σά-μενᾰ</span>||τιμη<span class="désinence">-σα-μένων</span>||τιμη<span class="désinence">-σα-μένοις</span>|

τιμησαμένη (17m/F)|[en] ayant honoré|participe aoriste féminin|voix moyenne|τιμη<span class="désinence">-σα-μένη</span>||τιμη<span class="désinence">-σα-μένη</span>||τιμη<span class="désinence">-σα-μένην</span>||τιμη<span class="désinence">-σα-μένης</span>||τιμη<span class="désinence">-σα-μένῃ</span>||τιμη<span class="désinence">-σά-μεναι</span>||τιμη<span class="désinence">-σά-μεναι</span>||τιμη<span class="désinence">-σα-μένᾱς</span>||τιμη<span class="désinence">-σα-μένων</span>||τιμη<span class="désinence">-σα-μέναις</span>|


ποιησάμενος (17m/M)|[en] ayant fait|participe aoriste masculin|voix moyenne|ποιη<span class="désinence">-σά-μενος</span>||ποιη<span class="désinence">-σά-μενε</span>||ποιη<span class="désinence">-σά-μενον</span>||ποιη<span class="désinence">-σα-μένου</span>||ποιη<span class="désinence">-σα-μένῳ</span>||ποιη<span class="désinence">-σά-μενοι</span>||ποιη<span class="désinence">-σά-μενοι</span>||ποιη<span class="désinence">-σα-μένους</span>||ποιη<span class="désinence">-σα-μένων</span>||ποιη<span class="désinence">-σα-μένοις</span>|

ποιησάμενον (17m/N)|[en] ayant fait|participe aoriste neutre|voix moyenne|ποιη<span class="désinence">-σά-μενον</span>||ποιη<span class="désinence">-σά-μενον</span>||ποιη<span class="désinence">-σά-μενον</span>||ποιη<span class="désinence">-σα-μένου</span>||ποιη<span class="désinence">-σα-μένῳ</span>||ποιη<span class="désinence">-σά-μενᾰ</span>||ποιη<span class="désinence">-σά-μενᾰ</span>||ποιη<span class="désinence">-σά-μενᾰ</span>||ποιη<span class="désinence">-σα-μένων</span>||ποιη<span class="désinence">-σα-μένοις</span>|

ποιησαμένη (17m/F)|[en] ayant fait|participe aoriste féminin|voix moyenne|ποιη<span class="désinence">-σα-μένη</span>||ποιη<span class="désinence">-σα-μένη</span>||ποιη<span class="désinence">-σα-μένην</span>||ποιη<span class="désinence">-σα-μένης</span>||ποιη<span class="désinence">-σα-μένῃ</span>||ποιη<span class="désinence">-σά-μεναι</span>||ποιη<span class="désinence">-σά-μεναι</span>||ποιη<span class="désinence">-σα-μένᾱς</span>||ποιη<span class="désinence">-σα-μένων</span>||ποιη<span class="désinence">-σα-μέναις</span>|


δηλωσάμενος (17m/M)|[en] ayant montré|participe aoriste masculin|voix moyenne|δηλω<span class="désinence">-σά-μενος</span>||δηλω<span class="désinence">-σά-μενε</span>||δηλω<span class="désinence">-σά-μενον</span>||δηλω<span class="désinence">-σα-μένου</span>||δηλω<span class="désinence">-σα-μένῳ</span>||δηλω<span class="désinence">-σά-μενοι</span>||δηλω<span class="désinence">-σά-μενοι</span>||δηλω<span class="désinence">-σα-μένους</span>||δηλω<span class="désinence">-σα-μένων</span>||δηλω<span class="désinence">-σα-μένοις</span>|

δηλωσάμενον (17m/N)|[en] ayant montré|participe aoriste neutre|voix moyenne|δηλω<span class="désinence">-σά-μενον</span>||δηλω<span class="désinence">-σά-μενον</span>||δηλω<span class="désinence">-σά-μενον</span>||δηλω<span class="désinence">-σα-μένου</span>||δηλω<span class="désinence">-σα-μένῳ</span>||δηλω<span class="désinence">-σά-μενᾰ</span>||δηλω<span class="désinence">-σά-μενᾰ</span>||δηλω<span class="désinence">-σά-μενᾰ</span>||δηλω<span class="désinence">-σα-μένων</span>||δηλω<span class="désinence">-σα-μένοις</span>|

δηλωσαμένη (17m/F)|[en] ayant montré|participe aoriste féminin|voix moyenne|δηλω<span class="désinence">-σα-μένη</span>||δηλω<span class="désinence">-σα-μένη</span>||δηλω<span class="désinence">-σα-μένην</span>||δηλω<span class="désinence">-σα-μένης</span>||δηλω<span class="désinence">-σα-μένῃ</span>||δηλω<span class="désinence">-σά-μεναι</span>||δηλω<span class="désinence">-σά-μεναι</span>||δηλω<span class="désinence">-σα-μένᾱς</span>||δηλω<span class="désinence">-σα-μένων</span>||δηλω<span class="désinence">-σα-μέναις</span>|
